Candidate_ID,Gender,Age,Location,Highest_Degree,Specialization,CGPA,Experience_Years,Current_Role,Preferred_Job_Title,Industry,Company_Name,Current_Salary_CNY_K,Expected_Salary_CNY_K,Preferred_Work_Mode,Career_Level,Technical_Skills,Certifications,Communication_Score,Leadership_Score,Problem_Solving_Score,Resume_Score,Job_Applications_Count,Interview_Attempts,Recruiter_Rating,Target_Category
CHN_CND_07397,Male,30,Nanjing,Bachelor,Artificial Intelligence,9.31,11.7,AI Researcher,HR Specialist,Information Technology,NetEase,27.76,37.01,Hybrid,Mid,"SQL, Deep Learning, ReactJS, PyTorch, Leadership, Power BI, Communication","PMP, Oracle",60.94,56.12,79.1,78.7,6,6,2.15,Moderately Suitable
CHN_CND_07398,Female,30,Beijing,Diploma,Marketing,9.75,16.6,Cyber Security Analyst,Backend Developer,Healthcare,Lenovo,32.15,35.45,Onsite,Entry,"Leadership, NLP, SQL, Kubernetes, Tableau","Tencent Cloud, Cisco",60.5,65.85,98.63,59.04,10,9,3.89,Highly Suitable
CHN_CND_07399,Female,22,Chengdu,PhD,Marketing,6.25,11.9,Full Stack Developer,DevOps Engineer,Retail,Baidu,34.41,46.87,Remote,Entry,"Data Analysis, Deep Learning, NLP, Docker, SQL, Power BI, Java","PMP, Alibaba Cloud Certification",90.67,98.53,71.48,59.57,24,9,2.39,Highly Suitable
CHN_CND_07400,Male,42,Shenzhen,Bachelor,Data Science,9.51,4.6,Data Analyst,AI Engineer,Finance,NetEase,42.03,49.44,Hybrid,Senior,"Data Analysis, Java, Cyber Security, ReactJS, Leadership, TensorFlow, Cloud Computing","Cisco, TensorFlow Developer",73.2,57.71,56.93,84.66,27,4,4.79,Highly Suitable
CHN_CND_07401,Female,39,Tianjin,Master,Data Science,9.5,10.0,Project Manager,Data Scientist,Finance,Alibaba,27.9,37.23,Hybrid,Mid,"SQL, ReactJS, Java, Data Analysis, Kubernetes",Cisco,99.54,75.05,58.75,52.52,16,3,3.65,Moderately Suitable
CHN_CND_07402,Male,29,Wuhan,Associate Degree,IoT Engineering,9.03,15.0,Cloud Engineer,Security Engineer,Finance,Huawei,57.61,68.8,Onsite,Senior,"Kubernetes, PyTorch, SQL, Docker, Communication, Machine Learning, NLP, Cyber Security","Cisco, Huawei HCIA",71.36,75.57,91.16,81.95,47,1,1.88,Highly Suitable
CHN_CND_07403,Female,42,Shanghai,Diploma,Artificial Intelligence,6.4,5.8,Project Manager,HR Specialist,Healthcare,Alibaba,38.69,46.72,Hybrid,Entry,"SQL, Leadership, Communication, NodeJS, Deep Learning, Cyber Security, Kubernetes",Cisco,92.86,79.07,95.15,96.35,1,7,4.07,Highly Suitable
CHN_CND_07404,Female,34,Wuhan,Associate Degree,Data Science,6.69,16.8,HR Manager,System Analyst,Manufacturing,ByteDance,9.59,14.95,Onsite,Mid,"ReactJS, Cloud Computing, Machine Learning, Docker, Kubernetes, Cyber Security, PyTorch",Scrum Master,94.53,71.43,77.28,62.1,24,6,2.14,Moderately Suitable
CHN_CND_07405,Male,32,Xi'an,MBA,Cyber Security,6.09,18.6,Data Analyst,Security Engineer,Information Technology,NetEase,32.77,36.57,Remote,Entry,"PyTorch, SQL, Deep Learning, Tableau, Alibaba Cloud, Cloud Computing, Docker, ReactJS",Oracle,61.61,66.0,60.35,68.28,5,2,1.19,Less Suitable
CHN_CND_07406,Female,40,Guangzhou,Bachelor,Cyber Security,6.35,13.7,Software Developer,Data Scientist,Information Technology,Xiaomi,41.5,48.85,Onsite,Senior,"NodeJS, TensorFlow, Power BI, Data Analysis, Docker, ReactJS",TensorFlow Developer,73.29,55.21,99.72,61.74,14,0,4.91,Less Suitable
CHN_CND_07407,Male,27,Chengdu,PhD,Human Resources,6.64,10.5,AI Researcher,Business Consultant,Finance,Alibaba,31.14,46.04,Hybrid,Entry,"Java, NodeJS, Python, Cyber Security, TensorFlow, Communication, Alibaba Cloud, ReactJS","Alibaba Cloud Certification, PMP",59.89,69.03,87.38,65.13,37,2,1.09,Less Suitable
CHN_CND_07408,Male,41,Hangzhou,Associate Degree,Artificial Intelligence,9.22,12.3,Data Analyst,Backend Developer,Healthcare,Huawei,8.99,23.17,Hybrid,Entry,"Machine Learning, Data Analysis, Kubernetes, NLP, Cyber Security, Java","Huawei HCIA, Oracle",60.95,66.59,83.86,67.05,27,4,1.99,Moderately Suitable
CHN_CND_07409,Female,42,Hangzhou,MBA,Human Resources,8.32,18.0,Data Analyst,Data Scientist,Manufacturing,Lenovo,35.5,46.71,Onsite,Senior,"PyTorch, Machine Learning, Leadership, Cyber Security, Communication","Scrum Master, TensorFlow Developer, Alibaba Cloud Certification",96.22,95.0,90.4,63.98,19,6,2.82,Less Suitable
CHN_CND_07410,Male,31,Shenzhen,MBA,Human Resources,6.11,14.3,AI Researcher,HR Specialist,Telecommunications,Tencent,36.31,50.76,Remote,Entry,"Machine Learning, Alibaba Cloud, Deep Learning, Python, Power BI, SQL, Communication, PyTorch","Huawei HCIA, Tencent Cloud",68.91,85.36,56.69,74.98,42,3,1.72,Highly Suitable
CHN_CND_07411,Female,35,Chengdu,Associate Degree,Business Analytics,7.06,10.6,Data Analyst,Backend Developer,Healthcare,Tencent,22.64,34.94,Onsite,Entry,"ReactJS, Power BI, NLP, Data Analysis","Alibaba Cloud Certification, TensorFlow Developer",72.14,90.16,96.57,80.29,19,0,2.2,Highly Suitable
CHN_CND_07412,Female,31,Nanjing,Master,Cloud Computing,6.38,10.3,Data Analyst,System Analyst,E-Commerce,Xiaomi,46.72,57.04,Onsite,Mid,"TensorFlow, Deep Learning, Machine Learning, NLP, Cloud Computing, Alibaba Cloud","Oracle, Tencent Cloud, Alibaba Cloud Certification",69.86,59.97,57.56,61.02,5,1,3.85,Moderately Suitable
CHN_CND_07413,Male,37,Beijing,Associate Degree,Finance,6.26,15.9,Software Developer,HR Specialist,Manufacturing,Lenovo,15.37,25.04,Remote,Senior,"SQL, Cyber Security, Python, Docker, Kubernetes, TensorFlow, Data Analysis","Scrum Master, TensorFlow Developer",53.73,89.98,73.53,96.33,22,1,3.01,Less Suitable
CHN_CND_07414,Female,39,Chengdu,Master,Data Science,9.37,17.9,Business Analyst,Data Scientist,Information Technology,Meituan,44.65,52.55,Hybrid,Senior,"Alibaba Cloud, Communication, SQL, Leadership, Machine Learning, Deep Learning, Power BI",Scrum Master,86.34,90.44,98.88,60.16,26,9,1.04,Highly Suitable
CHN_CND_07415,Male,29,Wuhan,MBA,Cyber Security,8.06,17.4,Software Developer,Security Engineer,Finance,Huawei,16.11,23.64,Onsite,Entry,"Power BI, Cyber Security, ReactJS, TensorFlow, Machine Learning, Communication, Deep Learning","Oracle, Huawei HCIA",73.21,53.36,57.39,57.68,34,5,1.71,Less Suitable
CHN_CND_07416,Male,29,Beijing,MBA,Software Engineering,7.92,13.4,Full Stack Developer,Backend Developer,Information Technology,Baidu,15.16,17.8,Hybrid,Mid,"Kubernetes, Data Analysis, ReactJS, Docker, NodeJS, Python",PMP,57.91,54.48,54.45,85.11,10,6,4.73,Highly Suitable
CHN_CND_07417,Female,33,Shanghai,Associate Degree,Artificial Intelligence,6.97,9.0,Business Analyst,AI Engineer,E-Commerce,Tencent,35.83,47.76,Hybrid,Mid,"Power BI, TensorFlow, NLP, Deep Learning, Cyber Security, Java, Alibaba Cloud, Machine Learning",Tencent Cloud,69.94,53.5,80.73,89.97,37,9,3.15,Less Suitable
CHN_CND_07418,Female,36,Tianjin,PhD,Software Engineering,6.76,3.0,Software Developer,System Analyst,Education,ByteDance,46.66,48.72,Onsite,Mid,"ReactJS, NLP, Python, NodeJS","TensorFlow Developer, Huawei HCIA, Alibaba Cloud Certification",81.73,66.03,70.53,91.3,1,0,2.6,Less Suitable
CHN_CND_07419,Female,44,Tianjin,PhD,Data Science,7.46,10.6,AI Researcher,Backend Developer,Information Technology,NetEase,45.39,59.52,Hybrid,Entry,"Power BI, PyTorch, Leadership, Python, Cloud Computing, Tableau, Kubernetes, Cyber Security",Cisco,94.24,63.31,86.27,97.8,15,6,2.5,Less Suitable
CHN_CND_07420,Female,43,Beijing,MBA,Marketing,7.69,9.1,Cyber Security Analyst,System Analyst,Telecommunications,Alibaba,55.34,60.82,Remote,Mid,"Machine Learning, Java, NodeJS, Power BI, Docker, TensorFlow, PyTorch, Kubernetes","Scrum Master, Huawei HCIA, TensorFlow Developer",60.56,66.61,62.45,83.49,5,5,2.11,Less Suitable
CHN_CND_07421,Male,42,Nanjing,PhD,Data Science,9.79,0.7,Cyber Security Analyst,Security Engineer,E-Commerce,Lenovo,28.34,33.1,Onsite,Entry,"Python, Deep Learning, Communication, Java","Cisco, PMP, Scrum Master",83.6,70.84,98.63,53.08,36,9,4.66,Highly Suitable
CHN_CND_07422,Female,39,Guangzhou,MBA,Cloud Computing,6.97,19.9,HR Manager,Frontend Developer,Telecommunications,Tencent,37.82,41.93,Onsite,Senior,"SQL, Python, Cloud Computing, Cyber Security, Data Analysis","Oracle, Alibaba Cloud Certification, Huawei HCIA",69.81,86.32,65.21,64.89,22,5,2.78,Moderately Suitable
CHN_CND_07423,Female,24,Beijing,PhD,Marketing,6.86,11.0,Project Manager,Security Engineer,Manufacturing,Lenovo,30.57,37.68,Hybrid,Entry,"Data Analysis, Communication, Java, Power BI","Tencent Cloud, Alibaba Cloud Certification",62.01,74.99,59.91,78.38,45,1,2.83,Highly Suitable
CHN_CND_07424,Female,44,Wuhan,Bachelor,Business Analytics,9.46,16.8,Software Developer,System Analyst,Telecommunications,Huawei,18.12,28.68,Onsite,Senior,"Leadership, Data Analysis, ReactJS, Cyber Security, Machine Learning, NLP, NodeJS","Tencent Cloud, PMP, Alibaba Cloud Certification",95.15,77.64,57.61,82.96,47,2,4.02,Highly Suitable
CHN_CND_07425,Female,30,Chengdu,MBA,Business Analytics,8.08,2.2,Cyber Security Analyst,AI Engineer,Manufacturing,ByteDance,54.93,66.94,Onsite,Mid,"PyTorch, SQL, NodeJS, Docker, Deep Learning, TensorFlow, Java, Data Analysis","Scrum Master, Oracle, Cisco",88.13,87.71,58.34,76.62,40,2,4.72,Less Suitable
CHN_CND_07426,Female,38,Guangzhou,MBA,Finance,7.65,7.7,AI Researcher,Security Engineer,Healthcare,Lenovo,34.98,45.88,Hybrid,Senior,"Communication, NLP, NodeJS, TensorFlow","Alibaba Cloud Certification, Scrum Master",82.34,80.88,90.65,70.74,10,9,1.11,Highly Suitable
CHN_CND_07427,Female,22,Guangzhou,Master,Business Analytics,9.52,6.4,Software Developer,Backend Developer,Manufacturing,Alibaba,39.47,51.72,Hybrid,Mid,"Kubernetes, Docker, NLP, Deep Learning, TensorFlow, Leadership","PMP, Scrum Master, TensorFlow Developer",88.03,67.09,86.37,76.49,7,1,3.83,Less Suitable
CHN_CND_07428,Female,32,Hangzhou,Diploma,Business Analytics,7.1,12.6,AI Researcher,Backend Developer,Education,Alibaba,27.79,36.92,Hybrid,Mid,"Data Analysis, Cyber Security, NLP, Machine Learning, Power BI, Cloud Computing, Communication, Kubernetes","TensorFlow Developer, PMP, Huawei HCIA",70.37,75.17,75.09,99.71,10,7,3.59,Moderately Suitable
CHN_CND_07429,Female,26,Beijing,Master,Cloud Computing,6.54,12.2,Cloud Engineer,Security Engineer,Healthcare,Lenovo,22.36,28.3,Onsite,Mid,"NodeJS, Machine Learning, SQL, Power BI, PyTorch, Alibaba Cloud, ReactJS","Scrum Master, PMP",91.48,74.17,54.88,72.22,33,6,1.75,Less Suitable
CHN_CND_07430,Male,38,Chengdu,Master,IoT Engineering,8.78,12.8,Business Analyst,Security Engineer,Finance,Tencent,19.45,25.43,Remote,Entry,"Python, NLP, Cyber Security, Docker, Machine Learning, Alibaba Cloud, PyTorch",TensorFlow Developer,54.19,65.13,80.98,99.78,8,8,3.0,Highly Suitable
CHN_CND_07431,Male,29,Shenzhen,Bachelor,Finance,7.36,12.5,Full Stack Developer,DevOps Engineer,Telecommunications,NetEase,41.61,50.63,Remote,Mid,"NodeJS, SQL, Docker, Alibaba Cloud, Cloud Computing, Data Analysis",Alibaba Cloud Certification,95.69,84.01,77.72,74.05,45,0,4.85,Highly Suitable
CHN_CND_07432,Female,28,Xi'an,Associate Degree,Software Engineering,7.37,17.7,Software Developer,System Analyst,Education,Baidu,28.59,31.45,Remote,Senior,"Tableau, NLP, Communication, Java, Cyber Security, Power BI, Leadership","Scrum Master, Huawei HCIA, Oracle",68.8,65.06,76.34,59.61,44,5,2.05,Moderately Suitable
CHN_CND_07433,Male,33,Shenzhen,PhD,Cyber Security,9.52,7.4,Data Analyst,Backend Developer,Retail,ByteDance,19.33,23.24,Hybrid,Entry,"Data Analysis, NodeJS, Machine Learning, Cloud Computing, SQL, ReactJS, NLP","Oracle, Cisco",56.94,93.28,75.99,51.56,3,6,2.39,Highly Suitable
CHN_CND_07434,Female,43,Hangzhou,MBA,Artificial Intelligence,7.25,4.4,Full Stack Developer,Business Consultant,E-Commerce,Meituan,50.35,56.47,Onsite,Mid,"Deep Learning, NodeJS, Data Analysis, Machine Learning, Kubernetes, Cloud Computing, Cyber Security",Cisco,72.48,63.73,90.35,66.09,40,0,2.49,Less Suitable
CHN_CND_07435,Male,31,Hangzhou,Associate Degree,IoT Engineering,7.35,5.3,AI Researcher,DevOps Engineer,Information Technology,Alibaba,34.1,38.84,Hybrid,Entry,"SQL, Data Analysis, Machine Learning, Java","PMP, Cisco",51.97,89.52,52.18,93.61,10,8,3.06,Highly Suitable
CHN_CND_07436,Female,33,Beijing,Bachelor,Business Analytics,8.69,10.1,Data Analyst,Business Consultant,Information Technology,Baidu,15.54,20.88,Remote,Entry,"Alibaba Cloud, Docker, TensorFlow, PyTorch, Java","Cisco, TensorFlow Developer",75.61,75.72,56.66,73.75,17,6,4.9,Highly Suitable
CHN_CND_07437,Female,21,Shenzhen,MBA,Data Science,7.19,14.8,Project Manager,Security Engineer,Education,Huawei,9.05,16.91,Onsite,Entry,"PyTorch, Cloud Computing, Deep Learning, Cyber Security, Machine Learning, Communication",Alibaba Cloud Certification,62.78,57.85,62.67,88.11,23,5,2.4,Highly Suitable
CHN_CND_07438,Male,24,Tianjin,Bachelor,Business Analytics,8.24,5.9,Project Manager,AI Engineer,Manufacturing,Meituan,35.78,38.37,Hybrid,Entry,"Cyber Security, Leadership, NodeJS, TensorFlow, Docker",Tencent Cloud,96.01,74.62,69.92,51.99,21,0,2.85,Less Suitable
CHN_CND_07439,Female,27,Guangzhou,PhD,Business Analytics,7.23,19.2,Cyber Security Analyst,Data Scientist,Information Technology,Xiaomi,48.96,52.51,Remote,Senior,"Docker, ReactJS, Communication, Alibaba Cloud","PMP, Oracle",85.17,91.18,76.33,95.01,3,8,4.77,Less Suitable
CHN_CND_07440,Female,32,Chengdu,MBA,Data Science,6.16,19.7,Software Developer,Backend Developer,Education,Alibaba,51.34,58.05,Remote,Senior,"Deep Learning, Communication, Java, NLP, PyTorch, Python, NodeJS","Alibaba Cloud Certification, Oracle",61.12,67.58,98.01,94.43,29,2,4.95,Moderately Suitable
CHN_CND_07441,Female,29,Shenzhen,Bachelor,Data Science,7.97,15.5,AI Engineer,Frontend Developer,Information Technology,ByteDance,14.06,18.92,Remote,Senior,"Java, NLP, Kubernetes, Deep Learning, Leadership, Cyber Security, Alibaba Cloud","Cisco, Tencent Cloud",85.18,67.27,93.66,97.01,39,7,4.78,Moderately Suitable
CHN_CND_07442,Male,43,Xi'an,Bachelor,Data Science,6.04,6.4,Business Analyst,DevOps Engineer,Telecommunications,JD.com,10.14,19.28,Hybrid,Entry,"Java, NLP, Kubernetes, Cloud Computing, Data Analysis, Leadership","Tencent Cloud, PMP, TensorFlow Developer",90.47,79.4,80.95,53.02,38,6,1.72,Moderately Suitable
CHN_CND_07443,Female,24,Xi'an,Master,IoT Engineering,8.99,14.2,Data Analyst,System Analyst,Telecommunications,JD.com,34.98,38.57,Onsite,Senior,"Alibaba Cloud, NodeJS, Tableau, Leadership, ReactJS, Cloud Computing, Docker","TensorFlow Developer, Cisco, Oracle",90.23,86.69,66.45,86.16,24,8,3.18,Moderately Suitable
CHN_CND_07444,Male,40,Wuhan,Bachelor,Finance,6.17,19.6,AI Engineer,DevOps Engineer,Healthcare,Huawei,34.36,37.7,Onsite,Mid,"Python, Communication, Kubernetes, NLP",TensorFlow Developer,52.52,67.61,86.23,92.01,40,8,4.39,Moderately Suitable
CHN_CND_07445,Male,31,Guangzhou,MBA,Artificial Intelligence,7.16,2.8,Cloud Engineer,Frontend Developer,Education,Baidu,33.92,38.7,Hybrid,Entry,"Communication, Data Analysis, PyTorch, Tableau, Cloud Computing, Leadership","Alibaba Cloud Certification, Cisco",80.23,79.95,93.59,58.23,6,2,3.57,Moderately Suitable
CHN_CND_07446,Male,26,Guangzhou,MBA,Data Science,6.84,10.3,AI Researcher,AI Engineer,Telecommunications,ByteDance,25.71,31.51,Hybrid,Mid,"Leadership, Kubernetes, SQL, PyTorch, Docker, Power BI","Cisco, Scrum Master",98.12,80.15,65.18,87.26,43,7,1.1,Moderately Suitable
CHN_CND_07447,Female,40,Tianjin,Diploma,Business Analytics,9.22,19.1,Data Analyst,Data Scientist,Healthcare,Tencent,53.02,57.24,Remote,Entry,"Java, Leadership, Machine Learning, PyTorch, SQL","PMP, TensorFlow Developer",67.35,96.81,64.95,54.47,9,1,4.1,Less Suitable
CHN_CND_07448,Female,37,Beijing,Bachelor,IoT Engineering,9.03,7.5,Data Analyst,HR Specialist,Retail,Baidu,47.36,59.1,Hybrid,Mid,"Docker, ReactJS, Cyber Security, NLP",Huawei HCIA,53.16,92.92,73.32,60.96,41,4,1.02,Moderately Suitable
CHN_CND_07449,Female,34,Tianjin,Diploma,Software Engineering,6.63,18.5,Cyber Security Analyst,System Analyst,Information Technology,JD.com,21.0,33.69,Onsite,Entry,"Alibaba Cloud, TensorFlow, Docker, Machine Learning, Power BI",Tencent Cloud,50.81,80.23,82.31,57.51,2,7,2.19,Highly Suitable
CHN_CND_07450,Male,43,Chengdu,Bachelor,Business Analytics,8.89,10.2,Business Analyst,Data Scientist,Telecommunications,Alibaba,38.43,43.25,Remote,Entry,"SQL, NLP, Docker, Machine Learning",PMP,53.63,77.55,65.17,71.8,35,6,3.68,Moderately Suitable
CHN_CND_07451,Male,31,Wuhan,Associate Degree,Human Resources,6.8,7.5,Software Developer,Data Scientist,Manufacturing,Xiaomi,25.75,34.27,Hybrid,Entry,"PyTorch, Tableau, NodeJS, Docker, Data Analysis",Alibaba Cloud Certification,95.71,73.39,69.69,58.55,4,4,4.81,Less Suitable
CHN_CND_07452,Male,27,Tianjin,MBA,Cloud Computing,8.11,18.7,Project Manager,DevOps Engineer,E-Commerce,Lenovo,29.91,38.0,Remote,Mid,"SQL, Power BI, Java, Machine Learning, Communication, Alibaba Cloud, NLP","Scrum Master, Oracle, Alibaba Cloud Certification",51.99,54.2,92.73,63.26,5,6,3.42,Moderately Suitable
CHN_CND_07453,Female,43,Nanjing,PhD,Artificial Intelligence,8.65,16.6,AI Engineer,System Analyst,Healthcare,Meituan,48.11,60.11,Remote,Mid,"Leadership, Power BI, Machine Learning, Deep Learning, PyTorch, Alibaba Cloud, Tableau","PMP, Alibaba Cloud Certification, Scrum Master",80.89,75.44,68.48,75.66,14,3,1.57,Moderately Suitable
CHN_CND_07454,Male,25,Guangzhou,Diploma,Human Resources,9.66,15.3,Full Stack Developer,HR Specialist,Manufacturing,Tencent,49.78,53.62,Hybrid,Entry,"Deep Learning, ReactJS, Communication, Machine Learning, Kubernetes, NLP, PyTorch","Cisco, Oracle, Alibaba Cloud Certification",90.41,89.48,96.22,67.64,43,9,2.99,Highly Suitable
CHN_CND_07455,Female,40,Shanghai,PhD,Artificial Intelligence,9.15,2.4,Cyber Security Analyst,DevOps Engineer,E-Commerce,Huawei,13.66,20.57,Remote,Mid,"Docker, PyTorch, Deep Learning, Cyber Security, Python, Power BI",TensorFlow Developer,87.54,59.87,76.74,68.08,30,9,4.24,Highly Suitable
CHN_CND_07456,Male,29,Nanjing,PhD,Software Engineering,7.07,15.7,Business Analyst,Data Scientist,Retail,Tencent,37.37,43.92,Hybrid,Entry,"Power BI, Alibaba Cloud, ReactJS, Java, Machine Learning","TensorFlow Developer, Oracle, PMP",97.27,72.06,92.11,86.15,35,1,4.88,Moderately Suitable
CHN_CND_07457,Male,23,Wuhan,Diploma,Finance,9.89,14.7,Software Developer,DevOps Engineer,Education,Meituan,52.18,54.78,Remote,Mid,"Tableau, Communication, Cyber Security, Machine Learning, Data Analysis, Leadership",PMP,63.11,85.13,97.68,88.16,41,4,4.28,Less Suitable
CHN_CND_07458,Male,26,Shenzhen,Associate Degree,IoT Engineering,6.35,12.1,Business Analyst,Frontend Developer,Finance,JD.com,48.97,62.15,Onsite,Mid,"Leadership, TensorFlow, NodeJS, Communication, SQL",TensorFlow Developer,63.66,67.18,50.67,70.88,5,8,1.4,Moderately Suitable
CHN_CND_07459,Female,40,Shanghai,Diploma,Human Resources,7.82,7.4,Business Analyst,Frontend Developer,Retail,NetEase,19.01,24.67,Hybrid,Mid,"Alibaba Cloud, Communication, Power BI, Deep Learning, Cloud Computing, Tableau",Cisco,99.33,90.62,62.04,56.87,21,1,1.8,Less Suitable
CHN_CND_07460,Female,39,Shanghai,Master,IoT Engineering,6.59,12.3,Cyber Security Analyst,Backend Developer,Finance,Xiaomi,49.7,58.23,Hybrid,Entry,"Cloud Computing, Alibaba Cloud, Communication, NodeJS, Machine Learning, TensorFlow, PyTorch, Docker","TensorFlow Developer, Alibaba Cloud Certification",67.84,72.5,87.7,90.63,46,4,2.18,Less Suitable
CHN_CND_07461,Female,29,Beijing,Bachelor,Marketing,7.1,3.4,Project Manager,Data Scientist,Education,Meituan,45.63,49.64,Onsite,Mid,"Deep Learning, Cyber Security, Power BI, PyTorch",Huawei HCIA,87.44,86.46,56.23,83.93,12,1,4.89,Moderately Suitable
CHN_CND_07462,Male,32,Wuhan,Bachelor,Finance,9.9,13.4,Cyber Security Analyst,AI Engineer,Education,Baidu,34.84,40.08,Onsite,Mid,"TensorFlow, SQL, Leadership, Python","TensorFlow Developer, Alibaba Cloud Certification, Huawei HCIA",53.28,81.16,90.08,97.9,33,0,3.28,Moderately Suitable
CHN_CND_07463,Female,35,Nanjing,Diploma,Human Resources,9.9,19.3,Full Stack Developer,Backend Developer,Information Technology,Tencent,28.76,33.56,Hybrid,Mid,"Python, Cloud Computing, Cyber Security, Alibaba Cloud, TensorFlow, Docker, Power BI, NodeJS",Scrum Master,52.9,90.52,58.11,83.24,34,8,4.36,Highly Suitable
CHN_CND_07464,Female,33,Chengdu,Master,Human Resources,7.49,9.7,Business Analyst,System Analyst,E-Commerce,Alibaba,36.5,41.47,Onsite,Senior,"Cyber Security, Docker, Machine Learning, Communication, TensorFlow","PMP, Tencent Cloud, Alibaba Cloud Certification",52.58,78.86,87.44,77.18,46,8,4.34,Moderately Suitable
CHN_CND_07465,Male,24,Chengdu,PhD,Artificial Intelligence,6.98,5.0,Software Developer,Security Engineer,Manufacturing,Huawei,10.6,17.71,Hybrid,Senior,"TensorFlow, Data Analysis, SQL, Communication, Cyber Security, Kubernetes",Scrum Master,84.13,53.93,51.68,77.65,21,4,2.87,Less Suitable
CHN_CND_07466,Male,35,Xi'an,MBA,Business Analytics,8.76,13.8,Full Stack Developer,System Analyst,Retail,Lenovo,54.14,61.26,Remote,Senior,"SQL, Cyber Security, Docker, Kubernetes, NodeJS, Python, Communication, ReactJS","Cisco, PMP, Huawei HCIA",67.44,76.45,96.78,52.12,20,9,1.42,Moderately Suitable
CHN_CND_07467,Female,24,Chengdu,Associate Degree,Human Resources,6.17,15.4,HR Manager,Data Scientist,Manufacturing,Meituan,58.78,62.8,Remote,Senior,"Deep Learning, NLP, Docker, Leadership, Alibaba Cloud, Machine Learning, Communication","Huawei HCIA, Cisco",56.92,98.44,66.01,63.36,16,6,1.48,Less Suitable
CHN_CND_07468,Male,27,Wuhan,Bachelor,Cloud Computing,9.09,13.0,Project Manager,System Analyst,Information Technology,Tencent,59.39,74.33,Remote,Senior,"SQL, ReactJS, PyTorch, NodeJS","Tencent Cloud, Oracle",63.94,92.68,85.18,55.32,36,4,4.5,Less Suitable
CHN_CND_07469,Male,44,Shenzhen,Associate Degree,Cyber Security,8.33,8.5,Cyber Security Analyst,Frontend Developer,Manufacturing,Lenovo,39.88,54.06,Remote,Mid,"Deep Learning, Python, NodeJS, Cloud Computing, TensorFlow, Communication","TensorFlow Developer, Scrum Master, Alibaba Cloud Certification",61.38,83.47,63.31,80.95,42,1,2.45,Less Suitable
CHN_CND_07470,Female,40,Hangzhou,PhD,Software Engineering,6.25,5.9,Software Developer,Frontend Developer,Finance,Huawei,56.39,67.48,Onsite,Senior,"Cloud Computing, Docker, ReactJS, Kubernetes, NodeJS","Scrum Master, PMP",56.08,78.98,89.94,89.64,30,0,2.03,Highly Suitable
CHN_CND_07471,Male,34,Guangzhou,Diploma,Cyber Security,7.7,12.2,Cloud Engineer,Backend Developer,Education,Tencent,25.49,37.64,Hybrid,Senior,"TensorFlow, Python, Deep Learning, Power BI, Cyber Security, Docker","Oracle, Scrum Master, Huawei HCIA",80.78,92.74,71.26,87.61,19,7,4.63,Moderately Suitable
CHN_CND_07472,Female,22,Chengdu,Associate Degree,Marketing,7.81,16.5,HR Manager,Data Scientist,Healthcare,NetEase,27.48,31.5,Remote,Mid,"NodeJS, Tableau, PyTorch, Docker, Power BI, Python, Alibaba Cloud",Cisco,98.18,94.01,65.55,62.14,21,1,4.7,Less Suitable
CHN_CND_07473,Male,31,Beijing,Associate Degree,Business Analytics,9.48,16.7,HR Manager,Frontend Developer,Telecommunications,Baidu,44.2,47.52,Remote,Mid,"Cloud Computing, NLP, NodeJS, Kubernetes, Alibaba Cloud, Communication","Huawei HCIA, TensorFlow Developer, Oracle",59.98,68.33,92.01,98.96,17,9,2.53,Less Suitable
CHN_CND_07474,Female,32,Chengdu,Bachelor,Software Engineering,9.76,13.9,HR Manager,Business Consultant,Manufacturing,Huawei,50.56,63.85,Onsite,Mid,"Java, TensorFlow, Python, ReactJS, Deep Learning, Leadership, Power BI, Tableau",Alibaba Cloud Certification,65.02,77.21,97.82,50.51,44,3,1.6,Highly Suitable
CHN_CND_07475,Male,41,Beijing,Associate Degree,IoT Engineering,6.66,6.9,AI Engineer,Backend Developer,Education,Xiaomi,18.54,27.14,Onsite,Entry,"ReactJS, PyTorch, Tableau, Docker, SQL, Java",Scrum Master,79.04,73.36,70.2,82.45,37,6,2.6,Moderately Suitable
CHN_CND_07476,Male,36,Xi'an,Master,Data Science,7.45,2.8,HR Manager,DevOps Engineer,Information Technology,JD.com,54.78,60.49,Onsite,Senior,"Leadership, Python, Data Analysis, Kubernetes, TensorFlow","PMP, Scrum Master",59.16,96.71,94.39,73.66,9,1,4.62,Less Suitable
CHN_CND_07477,Male,32,Shenzhen,Master,Software Engineering,8.7,10.4,HR Manager,Business Consultant,Telecommunications,JD.com,9.89,15.76,Onsite,Senior,"NodeJS, Docker, Leadership, ReactJS, Cloud Computing",PMP,63.53,79.72,80.2,65.26,31,2,1.67,Less Suitable
CHN_CND_07478,Female,35,Wuhan,Master,Software Engineering,6.47,7.7,Project Manager,Business Consultant,Manufacturing,Baidu,48.01,54.53,Remote,Senior,"Alibaba Cloud, NodeJS, Tableau, SQL, NLP, ReactJS","PMP, Scrum Master, Huawei HCIA",83.43,77.28,57.54,91.48,30,8,4.77,Highly Suitable
